Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-04-28 14:05:00,   5.98,   2.05,  89.9,  61.7,  -0.4
2023-04-28 14:06:00,   5.96,   2.16,  92.6,  65.6,  -0.7
2023-04-28 14:07:00,   5.94,   2.20,  94.7,  72.1,  -0.7
2023-04-28 14:08:00,   5.90,   2.22,  95.4,  76.1,   0.6
2023-04-28 14:09:00,   5.88,   2.21,  95.5,  73.2,   2.5
2023-04-28 14:10:00,   5.88,   2.23,  95.6,  68.9,   3.0
2023-04-28 14:11:00,   5.88,   2.21,  95.6,  65.0,   1.3
2023-04-28 14:12:00,   5.86,   2.19,  95.6,  66.1,  -0.7
2023-04-28 14:13:00,   5.85,   2.16,  95.8,  73.5,  -0.7
2023-04-28 14:14:00,   5.83,   2.09,  96.0,  77.0,   0.7
2023-04-28 14:15:00,   5.83,   1.98,  96.6,  72.7,   0.1
2023-04-28 14:16:00,   5.71,   1.98,  97.1,  68.9,  -1.7
2023-04-28 14:17:00,   5.68,   1.92,  96.3,  65.4,  -1.7
2023-04-28 14:18:00,   5.34,   2.33,  94.6,  57.7,  -1.9
2023-04-28 14:19:00,   5.32,   2.33,  92.4,  44.5,  -2.4
2023-04-28 14:20:00,   5.64,   2.34,  90.1,  38.7,  -2.4
2023-04-28 14:21:00,   5.75,   2.33,  88.7,  33.3,  -2.4
2023-04-28 14:22:00,   5.79,   2.39,  89.3,  31.3,  -2.4
2023-04-28 14:23:00,   6.05,   2.11,  89.6,  32.8,  -2.4
2023-04-28 14:24:00,   5.92,   2.08,  89.7,  39.7,  -2.4
2023-04-28 14:25:00,   5.90,   2.10,  92.7,  61.2,  -2.4
2023-04-28 14:26:00,   6.00,   2.14,  94.8,  72.0,  -2.4
2023-04-28 14:27:00,   6.09,   2.33,  96.5,  73.4,  -2.4
2023-04-28 14:28:00,   6.07,   2.34,  96.9,  74.6,  -2.4
2023-04-28 14:29:00,   6.03,   2.34,  96.4,  78.8,  -2.4
2023-04-28 14:30:00,   5.96,   2.29,  95.9,  84.8,  -2.4
2023-04-28 14:31:00,   5.98,   2.25,  95.7,  91.2,  -2.4
2023-04-28 14:32:00,   5.98,   2.22,  95.9,  92.3,  -2.3
2023-04-28 14:33:00,   5.98,   2.18,  96.4,  93.0,  -2.3
2023-04-28 14:34:00,   6.00,   2.16,  96.8,  93.0,  -2.4
2023-04-28 14:35:00,   5.96,   2.13,  97.9,  93.8,  -2.3
2023-04-28 14:36:00,   5.71,   2.10,  98.3,  93.9,  -2.4
2023-04-28 14:37:00,   5.81,   2.07,  98.1,  93.6,  -1.2
2023-04-28 14:38:00,   5.62,   2.02,  97.1,  92.5,  -2.4
2023-04-28 14:39:00,   5.45,   2.02,  95.5,  91.8,  -0.7
2023-04-28 14:40:00,   5.45,   1.99,  94.4,  89.1,  -2.4
2023-04-28 14:41:00,   5.86,   2.34,  92.0,  59.6,  -2.3
2023-04-28 14:42:00,   5.88,   2.44,  92.1,  62.6,  -2.4
2023-04-28 14:43:00,   6.00,   2.10,  91.9,  64.8,  -2.4
2023-04-28 14:44:00,   5.98,   2.20,  93.9,  71.2,  -2.2
2023-04-28 14:45:00,   6.00,   2.28,  95.6,  80.2,  -2.4
2023-04-28 14:46:00,   5.98,   2.30,  96.1,  83.1,  -2.3
2023-04-28 14:47:00,   5.86,   2.20,  96.0,  90.4,  -2.4
2023-04-28 14:48:00,   5.90,   2.10,  96.2,  92.1,  -2.4
2023-04-28 14:49:00,   5.92,   2.10,  96.9,  92.2,  -2.4
