Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-05-08 14:06:00,   5.77,   2.19,  87.7,  56.2,  -2.4
2023-05-08 14:07:00,   5.85,   2.23,  90.0,  60.2,  -1.5
2023-05-08 14:08:00,   5.86,   2.26,  91.3,  66.7,  -0.9
2023-05-08 14:09:00,   5.83,   2.29,  92.0,  69.0,  -2.3
2023-05-08 14:10:00,   5.83,   2.31,  92.0,  72.0,   0.3
2023-05-08 14:11:00,   5.83,   2.30,  91.9,  71.5,  -0.6
2023-05-08 14:12:00,   5.85,   2.32,  91.7,  73.4,  -1.5
2023-05-08 14:13:00,   5.88,   2.32,  91.7,  75.4,  -2.0
2023-05-08 14:14:00,   5.88,   2.31,  91.7,  78.4,  -1.6
2023-05-08 14:15:00,   5.88,   2.31,  91.8,  80.7,  -0.4
2023-05-08 14:16:00,   5.85,   2.28,  91.8,  78.8,   0.4
2023-05-08 14:17:00,   5.83,   2.22,  91.6,  66.7,   0.0
2023-05-08 14:18:00,   5.88,   2.13,  91.7,  61.5,   0.4
2023-05-08 14:19:00,   5.92,   2.05,  92.5,  56.4,  -2.4
2023-05-08 14:20:00,   5.92,   1.95,  93.5,  63.9,  -1.5
2023-05-08 14:21:00,   5.53,   2.02,  93.8,  61.0,   0.3
2023-05-08 14:22:00,   5.49,   2.03,  92.6,  39.7,  -0.2
2023-05-08 14:23:00,   5.64,   1.99,  90.7,  27.7,  -2.3
2023-05-08 14:24:00,   5.96,   2.29,  89.0,  29.4,  -0.2
2023-05-08 14:25:00,   6.01,   2.42,  90.1,  51.9,  -2.4
2023-05-08 14:26:00,   6.00,   2.37,  90.1,  61.0,  -2.0
2023-05-08 14:27:00,   5.92,   2.30,  90.4,  71.9,  -2.4
2023-05-08 14:28:00,   5.86,   2.13,  92.1,  80.2,  -2.4
2023-05-08 14:29:00,   5.86,   2.03,  94.2,  85.7,  -0.2
2023-05-08 14:30:00,   5.85,   2.04,  96.9,  87.9,  -0.6
2023-05-08 14:31:00,   5.86,   2.07,  98.5,  84.4,  -0.2
2023-05-08 14:32:00,   5.79,   2.15,  99.2,  74.4,  -1.0
2023-05-08 14:33:00,   5.73,   2.20,  99.1,  72.0,  -1.3
2023-05-08 14:34:00,   5.62,   2.22,  97.9,  75.4,  -1.4
2023-05-08 14:35:00,   5.55,   2.16,  96.6,  78.9,   1.2
2023-05-08 14:36:00,   5.55,   2.13,  96.1,  68.1,   0.7
2023-05-08 14:37:00,   5.56,   2.09,  96.1,  64.5,   0.5
2023-05-08 14:38:00,   5.60,   2.11,  96.7,  64.5,   0.5
2023-05-08 14:39:00,   5.60,   2.11,  97.1,  66.4,   0.3
2023-05-08 14:40:00,   5.56,   2.02,  97.1,  66.7,   1.1
2023-05-08 14:41:00,   5.43,   1.94,  97.2,  62.5,   0.6
2023-05-08 14:42:00,   5.26,   2.01,  95.8,  44.4,  -0.5
2023-05-08 14:43:00,   5.26,   2.02,  94.1,  28.0,  -0.4
2023-05-08 14:44:00,   5.40,   1.99,  92.1,  22.4,   0.0
2023-05-08 14:45:00,   5.30,   2.19,  90.1,  24.6,  -2.1
2023-05-08 14:46:00,   5.53,   1.92,  88.0,  27.1,  -1.5
2023-05-08 14:47:00,   5.55,   2.04,  87.0,  37.1,  -2.3
2023-05-08 14:48:00,   5.71,   2.37,  87.9,  43.2,  -1.8
2023-05-08 14:49:00,   5.75,   2.37,  89.5,  62.9,   1.0
2023-05-08 14:50:00,   5.71,   2.37,  90.1,  61.7,  -0.8
2023-05-08 14:51:00,   5.70,   2.37,  89.8,  64.9,  -1.3
2023-05-08 14:52:00,   5.71,   2.37,  89.5,  67.8,   1.4
2023-05-08 14:53:00,   5.77,   2.34,  89.3,  61.4,  -1.1
2023-05-08 14:54:00,   5.83,   2.37,  89.6,  63.4,  -0.4
2023-05-08 14:55:00,   5.85,   2.37,  89.8,  65.9,  -0.5
2023-05-08 14:56:00,   5.85,   2.36,  90.0,  66.6,  -1.1
2023-05-08 14:57:00,   5.81,   2.31,  90.0,  68.7,  -0.8
2023-05-08 14:58:00,   5.73,   2.13,  90.0,  67.6,   1.3
2023-05-08 14:59:00,   5.83,   1.95,  90.5,  55.3,   1.4
2023-05-08 15:00:00,   5.98,   1.99,  90.8,  37.9,   2.8
2023-05-08 15:01:00,   5.43,   1.78,  88.7,  37.4,  -0.7
2023-05-08 15:02:00,   5.43,   1.78,  87.1,  26.7,  -2.2
2023-05-08 15:03:00,   5.47,   2.25,  85.4,  23.4,  -2.3
2023-05-08 15:04:00,   5.40,   2.37,  83.9,  25.0,  -2.4
2023-05-08 15:05:00,   5.40,   2.36,  82.0,  25.4,  -2.4
2023-05-08 15:06:00,   5.40,   2.36,  80.2,  24.2,  -2.4
2023-05-08 15:07:00,   5.40,   2.36,  78.6,  23.4,  -2.4
2023-05-08 15:08:00,   5.68,   2.62,  77.1,  22.8,  -2.4
2023-05-08 15:09:00,   5.70,   2.37,  79.3,  22.3,  -2.4
2023-05-08 15:10:00,   5.77,   2.04,  83.6,  25.5,  -2.4
2023-05-08 15:11:00,   5.85,   2.21,  88.8,  39.5,  -2.3
2023-05-08 15:12:00,   5.85,   2.22,  91.4,  50.4,  -2.4
2023-05-08 15:13:00,   5.81,   2.24,  92.9,  58.8,  -2.4
2023-05-08 15:14:00,   5.77,   2.18,  93.3,  65.6,  -2.4
2023-05-08 15:15:00,   5.83,   2.11,  93.6,  73.1,  -2.4
2023-05-08 15:16:00,   5.86,   2.05,  94.0,  83.0,  -2.4
2023-05-08 15:17:00,   5.90,   2.00,  94.9,  86.5,  -2.4
2023-05-08 15:18:00,   5.70,   2.23,  95.8,  87.1,  -2.3
2023-05-08 15:19:00,   5.49,   2.26,  95.4,  87.3,  -1.7
2023-05-08 15:20:00,   5.45,   2.26,  93.5,  72.7,  -0.1
2023-05-08 15:21:00,   5.56,   2.25,  91.4,  37.8,  -1.5
2023-05-08 15:22:00,   5.81,   2.10,  89.6,  29.2,  -2.0
2023-05-08 15:23:00,   5.73,   1.83,  87.8,  34.8,  -1.7
2023-05-08 15:24:00,   5.79,   1.93,  87.3,  34.1,  -2.4
2023-05-08 15:25:00,   5.96,   2.01,  88.0,  33.6,  -2.4
2023-05-08 15:26:00,   5.90,   2.04,  92.0,  33.5,  -2.4
2023-05-08 15:27:00,   5.86,   2.06,  96.2,  35.0,  -2.4
2023-05-08 15:28:00,   5.88,   2.10,  98.5,  44.8,  -2.4
2023-05-08 15:29:00,   5.92,   2.08,  99.7,  46.0,  -2.4
2023-05-08 15:30:00,   5.92,   2.07, 100.8,  53.6,  -2.4
2023-05-08 15:31:00,   5.98,   2.10, 101.6,  60.7,  -2.4
2023-05-08 15:32:00,   5.94,   2.05, 102.2,  81.1,  -2.4
2023-05-08 15:33:00,   5.79,   2.02, 102.6,  92.2,  -2.4
2023-05-08 15:34:00,   5.83,   1.96, 102.3,  94.2,  -2.4
2023-05-08 15:35:00,   5.64,   2.23, 101.2,  95.1,  -2.4
2023-05-08 15:36:00,   5.45,   1.56,  98.8,  94.5,  -2.1
2023-05-08 15:37:00,   5.94,   2.28,  96.9,  84.0,  -1.0
2023-05-08 15:38:00,   5.51,   2.12,  95.3,  64.3,  -1.4
2023-05-08 15:39:00,   5.55,   2.15,  95.2,  61.3,  -1.8
2023-05-08 15:40:00,   5.60,   2.18,  95.2,  61.7,   1.2
2023-05-08 15:41:00,   5.64,   2.21,  95.3,  54.2,   0.8
2023-05-08 15:42:00,   5.64,   2.22,  95.1,  52.2,   0.7
2023-05-08 15:43:00,   5.66,   2.25,  94.8,  53.3,   0.9
2023-05-08 15:44:00,   5.70,   2.27,  94.4,  53.7,  -0.3
2023-05-08 15:45:00,   5.70,   2.25,  94.0,  57.4,  -0.3
2023-05-08 15:46:00,   5.66,   2.23,  93.7,  59.7,  -1.8
2023-05-08 15:47:00,   5.64,   2.19,  93.3,  59.6,  -2.3
2023-05-08 15:48:00,   5.68,   2.13,  93.0,  68.8,  -0.4
2023-05-08 15:49:00,   5.71,   1.96,  93.3,  64.4,  -1.3
2023-05-08 15:50:00,   5.36,   2.19,  93.6,  58.0,  -0.8
2023-05-08 15:51:00,   5.32,   2.18,  92.5,  39.2,  -0.1
2023-05-08 15:52:00,   5.32,   2.18,  90.5,  26.1,  -1.3
2023-05-08 15:53:00,   5.32,   2.18,  88.4,  22.6,  -2.4
2023-05-08 15:54:00,   5.55,   2.12,  86.1,  21.3,  -1.4
2023-05-08 15:55:00,   5.70,   2.14,  85.2,  26.3,  -2.4
2023-05-08 15:56:00,   5.71,   2.33,  87.3,  42.4,  -2.3
2023-05-08 15:57:00,   5.71,   2.43,  89.0,  49.0,  -2.4
2023-05-08 15:58:00,   5.83,   2.31,  89.0,  61.4,   0.7
2023-05-08 15:59:00,   5.79,   2.35,  88.9,  65.3,   1.1
2023-05-08 16:00:00,   5.79,   2.36,  89.5,  59.3,   0.0
2023-05-08 16:01:00,   5.79,   2.37,  89.9,  58.8,  -1.4
2023-05-08 16:02:00,   5.79,   2.37,  89.9,  62.7,  -0.9
2023-05-08 16:03:00,   5.75,   2.33,  89.9,  67.2,  -1.9
2023-05-08 16:04:00,   5.75,   2.31,  89.8,  69.0,  -2.0
2023-05-08 16:05:00,   5.77,   2.24,  89.9,  72.9,  -1.4
2023-05-08 16:06:00,   5.75,   2.18,  90.3,  70.8,  -1.5
2023-05-08 16:07:00,   5.83,   2.09,  91.1,  64.6,   0.6
2023-05-08 16:08:00,   5.86,   2.02,  92.1,  49.1,   9.1
2023-05-08 16:09:00,   5.85,   2.10,  93.1,  35.1,   7.2
2023-05-08 16:10:00,   5.86,   2.19,  94.1,  36.1,  10.5
2023-05-08 16:11:00,   5.90,   2.25,  94.9,  39.5,  -0.8
2023-05-08 16:12:00,   5.94,   2.30,  95.0,  54.2,   0.1
2023-05-08 16:13:00,   5.92,   2.34,  94.7,  60.7,  -0.2
