Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-05-28 14:07:00,   6.52,   2.13, 111.0, 100.8,  -2.4
2023-05-28 14:08:00,   6.50,   2.09, 110.9, 100.7,  -2.4
2023-05-28 14:09:00,   6.52,   2.05, 111.2, 100.6,  -2.4
2023-05-28 14:10:00,   6.54,   2.04, 111.9, 100.6,  -2.4
2023-05-28 14:11:00,   6.58,   2.08, 112.5, 100.6,  -2.4
2023-05-28 14:12:00,   6.58,   2.11, 112.6, 100.6,  -2.4
2023-05-28 14:13:00,   6.52,   2.07, 112.5, 100.6,  -2.4
2023-05-28 14:14:00,   6.50,   2.08, 112.4, 100.5,  -2.4
2023-05-28 14:15:00,   6.52,   2.09, 112.3, 100.5,  -2.4
2023-05-28 14:16:00,   6.52,   2.10, 112.2, 100.5,  -2.2
2023-05-28 14:17:00,   6.50,   2.07, 112.2, 100.7,  -2.4
2023-05-28 14:18:00,   6.48,   2.09, 112.1, 100.9,  -2.4
2023-05-28 14:19:00,   6.48,   2.08, 111.9, 100.9,  -2.4
2023-05-28 14:20:00,   6.50,   2.11, 111.7, 100.9,  -2.4
2023-05-28 14:21:00,   6.52,   2.15, 111.5, 100.9,  -2.4
2023-05-28 14:22:00,   6.52,   2.15, 111.1, 100.8,  -2.4
2023-05-28 14:23:00,   6.50,   2.11, 110.8, 100.8,  -2.4
2023-05-28 14:24:00,   6.46,   2.08, 110.8, 100.8,  -2.4
2023-05-28 14:25:00,   6.46,   2.06, 110.9, 100.7,  -2.4
2023-05-28 14:26:00,   6.48,   2.04, 111.4, 100.7,  -2.4
2023-05-28 14:27:00,   6.50,   2.07, 112.0, 100.6,  -2.4
2023-05-28 14:28:00,   6.52,   2.06, 112.3, 100.6,  -2.4
2023-05-28 14:29:00,   6.48,   2.06, 112.4, 100.6,  -2.4
2023-05-28 14:30:00,   6.45,   2.07, 112.2, 100.6,  -2.4
