Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-02-21 14:58:00,   5.66,   1.67,  97.1,  43.2,   0.0
2023-02-21 14:59:00,   5.62,   1.67,  94.9,  42.5,   0.0
2023-02-21 15:00:00,   5.55,   1.67,  92.2,  39.8,   0.0
2023-02-21 15:01:00,   5.51,   1.67,  89.8,  38.5,   0.0
2023-02-21 15:02:00,   5.45,   1.67,  87.4,  37.9,   0.0
2023-02-21 15:03:00,   5.41,   1.67,  85.1,  37.2,   0.0
2023-02-21 15:04:00,   5.36,   2.11,  82.8,  35.1,   1.1
2023-02-21 15:05:00,   5.66,   1.98,  81.4,  33.0,   0.0
2023-02-21 15:06:00,   5.70,   2.33,  85.1,  31.6,   0.4
2023-02-21 15:07:00,   5.85,   2.12,  85.8,  30.8,   0.9
2023-02-21 15:08:00,   5.86,   2.22,  85.2,  29.1,   0.0
2023-02-21 15:09:00,   5.94,   2.28,  86.8,  29.8,   0.0
2023-02-21 15:10:00,   6.01,   2.17,  89.1,  30.9,   0.0
2023-02-21 15:11:00,   6.15,   1.91,  91.9,  31.9,   0.0
2023-02-21 15:12:00,   6.18,   2.46,  93.8,  32.7,   0.0
2023-02-21 15:13:00,   6.13,   1.98,  94.2,  33.1,   0.0
2023-02-21 15:14:00,   5.75,   2.04,  94.9,  33.5,   0.1
2023-02-21 15:15:00,   5.70,   2.04,  93.6,  34.6,   0.0
2023-02-21 15:16:00,   6.07,   2.11,  91.5,  35.1,   0.4
2023-02-21 15:17:00,   5.68,   1.52,  90.6,  38.8,   0.0
2023-02-21 15:18:00,   5.56,   1.53,  89.7,  46.4,   0.0
2023-02-21 15:19:00,   5.49,   1.53,  87.8,  56.5,   0.8
2023-02-21 15:20:00,   6.24,   2.19,  85.4,  69.6,   0.0
2023-02-21 15:21:00,   5.96,   1.98,  87.8,  71.3,   0.1
2023-02-21 15:22:00,   5.94,   2.07,  92.2,  73.9,   1.2
2023-02-21 15:23:00,   6.01,   2.10,  96.2,  76.2,   2.7
2023-02-21 15:24:00,   6.01,   2.11,  99.1,  87.1,   5.6
2023-02-21 15:25:00,   6.07,   2.11, 100.7,  91.1,   4.9
2023-02-21 15:26:00,   6.09,   2.08, 101.9,  84.1,   5.7
2023-02-21 15:27:00,   6.15,   2.07, 103.0,  74.4,   5.6
