Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-02-01 08:27:00,   6.22,   2.10,  98.7,  68.1,   5.6
2023-02-01 08:28:00,   6.28,   2.13,  99.5,  57.1,   6.4
2023-02-01 08:29:00,   6.35,   2.18, 100.6,  55.8,   5.1
2023-02-01 08:30:00,   6.31,   2.19, 101.4,  59.2,   6.4
2023-02-01 08:31:00,   6.26,   2.19, 101.6,  60.8,   7.1
2023-02-01 08:32:00,   6.24,   2.16, 101.6,  59.6,   4.7
2023-02-01 08:33:00,   6.26,   2.15, 101.6,  63.6,   4.7
2023-02-01 08:34:00,   6.28,   2.15, 101.6,  64.8,   3.1
2023-02-01 08:35:00,   6.35,   2.14, 101.8,  66.3,   0.0
2023-02-01 08:36:00,   6.35,   2.16, 102.3,  67.3,   0.0
2023-02-01 08:37:00,   6.31,   2.15, 102.5,  67.3,   0.0
2023-02-01 08:38:00,   6.28,   2.11, 102.3,  67.1,   0.1
2023-02-01 08:39:00,   6.31,   2.00, 102.0,  67.2,   0.0
2023-02-01 08:40:00,   6.24,   2.23, 100.9,  68.1,   2.8
2023-02-01 08:41:00,   5.94,   1.94,  94.1,  88.8,   6.3
2023-02-01 08:42:00,   5.92,   1.94,  90.9,  55.7,   6.4
2023-02-01 08:43:00,   6.24,   2.91,  87.7,  26.0,   3.6
2023-02-01 08:44:00,   6.37,   2.05,  88.9,  22.3,   0.0
2023-02-01 08:45:00,   6.45,   2.13,  95.9,  21.8,   0.7
2023-02-01 08:46:00,   6.46,   2.17, 100.4,  25.8,   0.0
2023-02-01 08:47:00,   6.45,   2.15, 103.0,  41.8,   0.3
2023-02-01 08:48:00,   6.46,   2.10, 104.3,  69.9,   0.0
2023-02-01 08:49:00,   6.50,   2.05, 105.2,  81.1,   0.8
2023-02-01 08:50:00,   6.54,   2.00, 106.3,  88.4,   0.9
2023-02-01 08:51:00,   6.43,   1.98, 107.6,  92.0,   0.0
2023-02-01 08:52:00,   6.22,   2.37, 107.1,  91.3,   0.0
2023-02-01 08:53:00,   6.43,   1.62, 104.3,  90.2,   0.0
2023-02-01 08:54:00,   6.18,   2.37, 102.3,  89.3,   1.5
2023-02-01 08:55:00,   6.48,   1.73, 100.4,  93.7,   0.2
2023-02-01 08:56:00,   6.63,   1.95,  96.7,  94.3,   0.8
2023-02-01 08:57:00,   6.63,   2.10,  98.2,  94.5,   0.6
2023-02-01 08:58:00,   6.75,   2.30, 104.6,  93.6,   3.7
2023-02-01 08:59:00,   6.75,   2.34, 107.1,  97.2,   4.3
2023-02-01 09:00:00,   6.75,   2.41, 107.2,  98.2,   5.2
2023-02-01 09:01:00,   6.69,   2.38, 106.1,  94.2,   5.2
2023-02-01 09:02:00,   6.65,   2.28, 105.3,  87.6,   1.8
2023-02-01 09:03:00,   6.73,   2.28, 105.0,  84.9,   0.0
2023-02-01 09:04:00,   6.60,   2.05, 105.0,  84.0,   0.0
2023-02-01 09:05:00,   6.50,   1.89, 104.8,  88.7,   4.7
2023-02-01 09:06:00,   6.61,   1.88, 103.6,  93.7,   0.0
2023-02-01 09:07:00,   6.41,   2.07, 102.3,  93.2,   0.0
2023-02-01 09:08:00,   6.35,   2.21, 100.9,  92.6,   0.0
2023-02-01 09:09:00,   6.30,   2.19,  98.2,  91.6,   0.3
2023-02-01 09:10:00,   6.26,   2.19,  95.5,  85.9,   3.1
2023-02-01 09:11:00,   6.24,   2.25,  92.7,  73.1,   0.5
2023-02-01 09:12:00,   6.52,   2.00,  90.3,  70.6,   0.2
2023-02-01 09:13:00,   6.56,   2.03,  95.5,  66.2,   5.8
2023-02-01 09:14:00,   6.56,   2.04, 102.2,  77.1,   6.5
2023-02-01 09:15:00,   6.71,   2.06, 107.0,  69.6,   5.2
2023-02-01 09:16:00,   6.65,   2.06, 109.2,  69.0,   4.8
2023-02-01 09:17:00,   6.60,   1.97, 109.8,  68.7,   5.3
2023-02-01 09:18:00,   6.50,   2.22, 107.7,  51.9,   5.8
2023-02-01 09:19:00,   6.20,   2.09, 102.4,  44.4,   4.9
2023-02-01 09:20:00,   6.18,   2.38,  98.6,  29.0,   4.8
2023-02-01 09:21:00,   6.65,   2.16,  96.9,  23.1,   2.3
2023-02-01 09:22:00,   6.61,   2.05, 101.2,  37.5,   4.0
2023-02-01 09:23:00,   6.67,   2.08, 105.2,  74.3,   4.3
2023-02-01 09:24:00,   6.63,   2.08, 108.4,  85.3,   5.2
2023-02-01 09:25:00,   6.69,   2.10, 109.9,  82.8,   3.3
2023-02-01 09:26:00,   6.73,   2.15, 111.1,  84.3,   0.0
2023-02-01 09:27:00,   6.75,   2.21, 111.9,  84.9,   0.0
2023-02-01 09:28:00,   6.71,   2.16, 111.6,  84.4,   0.0
2023-02-01 09:29:00,   6.69,   2.05, 111.3,  83.9,   0.2
2023-02-01 09:30:00,   6.71,   1.97, 111.6,  85.1,   3.6
2023-02-01 09:31:00,   6.76,   1.99, 112.0, 100.8,   4.1
2023-02-01 09:32:00,   6.75,   2.13, 111.9, 100.3,   4.9
2023-02-01 09:33:00,   6.46,   2.19, 110.8,  92.9,   3.6
2023-02-01 09:34:00,   6.16,   2.19, 108.5,  88.4,   0.8
2023-02-01 09:35:00,   6.07,   2.18, 105.5,  87.3,   0.5
2023-02-01 09:36:00,   6.09,   2.14, 103.7,  88.4,   0.3
2023-02-01 09:37:00,   6.13,   2.13, 102.4,  90.4,   0.3
2023-02-01 09:38:00,   6.11,   2.12, 101.9,  93.2,   4.7
2023-02-01 09:39:00,   6.24,   2.10, 101.8,  94.8,   5.0
2023-02-01 09:40:00,   6.26,   2.13, 102.0,  79.8,   4.7
2023-02-01 09:41:00,   6.37,   2.17, 102.4,  70.0,   4.3
2023-02-01 09:42:00,   6.28,   2.19, 102.7,  69.5,   5.0
2023-02-01 09:43:00,   6.30,   2.19, 102.6,  67.9,   4.9
2023-02-01 09:44:00,   6.26,   2.17, 102.4,  66.7,   4.9
2023-02-01 09:45:00,   6.26,   2.17, 102.2,  66.2,   5.1
2023-02-01 09:46:00,   6.31,   2.17, 102.2,  64.9,   4.7
2023-02-01 09:47:00,   6.37,   2.19, 102.2,  66.3,   4.4
2023-02-01 09:48:00,   6.31,   2.16, 102.4,  68.7,   4.5
2023-02-01 09:49:00,   6.26,   2.13, 102.4,  69.4,   4.2
2023-02-01 09:50:00,   5.94,   2.58, 101.8,  68.3,   3.0
2023-02-01 09:51:00,   6.03,   1.54, 100.1,  56.9,   2.6
2023-02-01 09:52:00,   5.86,   1.99,  98.7,  55.0,   2.7
2023-02-01 09:53:00,   6.26,   2.02,  94.7,  40.1,   2.0
2023-02-01 09:54:00,   6.30,   2.18,  93.3,  50.4,   0.8
2023-02-01 09:55:00,   6.45,   2.25,  98.6,  63.8,   0.0
2023-02-01 09:56:00,   6.46,   2.31, 101.8,  66.5,   0.0
2023-02-01 09:57:00,   6.46,   2.31, 102.5,  66.0,   0.0
2023-02-01 09:58:00,   6.48,   2.31, 102.3,  66.2,   0.0
2023-02-01 09:59:00,   6.52,   2.31, 102.1,  67.3,   0.0
2023-02-01 10:00:00,   6.56,   2.27, 102.1,  71.5,   0.2
2023-02-01 10:01:00,   6.56,   2.22, 102.4,  81.1,   2.1
2023-02-01 10:02:00,   6.56,   2.13, 102.6,  94.5,   0.7
2023-02-01 10:03:00,   6.50,   1.99, 103.0,  95.8,   0.0
2023-02-01 10:04:00,   6.48,   2.45, 103.0,  95.8,   1.6
2023-02-01 10:05:00,   6.33,   1.47, 101.9,  95.7,   0.4
2023-02-01 10:06:00,   6.20,   2.19, 100.4,  94.9,   1.8
2023-02-01 10:07:00,   6.60,   2.07,  96.9,  92.2,   0.0
2023-02-01 10:08:00,   6.63,   2.06,  95.0,  88.2,   3.7
2023-02-01 10:09:00,   6.75,   2.12,  98.2,  87.9,   0.0
2023-02-01 10:10:00,   6.73,   2.18, 102.0,  90.1,   0.0
2023-02-01 10:11:00,   6.71,   2.19, 104.2,  92.6,   0.0
2023-02-01 10:12:00,   6.76,   2.19, 105.5,  95.6,   4.1
2023-02-01 10:13:00,   6.71,   2.13, 106.5,  98.2,   4.7
2023-02-01 10:14:00,   6.88,   2.09, 107.1,  92.9,   0.0
2023-02-01 10:15:00,   6.67,   2.12, 108.3,  89.6,   4.7
2023-02-01 10:16:00,   6.46,   1.98, 108.6,  93.3,   5.8
2023-02-01 10:17:00,   6.26,   1.96, 108.8,  95.7,   4.8
2023-02-01 10:18:00,   5.70,   2.50, 108.1,  86.7,   5.1
2023-02-01 10:19:00,   5.58,   1.61, 105.3,  55.8,   2.9
2023-02-01 10:20:00,   5.56,   1.74, 103.5,  40.8,   3.1
2023-02-01 10:21:00,   5.96,   1.82, 100.5,  27.7,   2.4
2023-02-01 10:22:00,   6.01,   2.01,  99.6,  40.7,   2.5
2023-02-01 10:23:00,   6.09,   2.09, 102.8,  69.1,   2.2
2023-02-01 10:24:00,   6.15,   2.17, 105.0,  81.5,   1.3
2023-02-01 10:25:00,   6.16,   2.22, 104.9,  82.0,   0.0
2023-02-01 10:26:00,   6.16,   2.22, 104.1,  83.4,   0.0
2023-02-01 10:27:00,   6.22,   2.23, 103.3,  84.0,   4.8
2023-02-01 10:28:00,   6.24,   2.20, 102.7,  95.3,   0.5
2023-02-01 10:29:00,   6.31,   2.19, 102.6,  96.0,   0.0
2023-02-01 10:30:00,   6.35,   2.17, 102.9,  95.4,   0.9
2023-02-01 10:31:00,   6.18,   2.07, 103.1,  96.4,   0.0
2023-02-01 10:32:00,   6.33,   2.05, 102.8,  96.1,   1.2
2023-02-01 10:33:00,   6.41,   2.09, 102.9,  94.5,   2.1
2023-02-01 10:34:00,   6.46,   2.14, 103.6,  92.3,   2.9
2023-02-01 10:35:00,   6.46,   2.16, 104.3,  93.2,   0.1
2023-02-01 10:36:00,   6.52,   2.18, 104.7,  95.0,   4.1
