Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-10-17 09:08:00,   5.73,   2.09,  98.0,  86.6,  -2.4
2023-10-17 09:09:00,   5.71,   1.80,  95.4,  87.4,  -2.4
2023-10-17 09:10:00,   5.86,   2.44,  93.3,  87.3,  -2.4
2023-10-17 09:11:00,   5.68,   2.70,  92.8,  87.4,  -2.4
2023-10-17 09:12:00,   5.85,   2.61,  89.5,  87.7,  -2.4
2023-10-17 09:13:00,   5.83,   2.68,  85.0,  87.8,  -2.0
2023-10-17 09:14:00,   6.00,   2.10,  86.5,  87.9,  -2.4
2023-10-17 09:15:00,   5.96,   2.10,  92.2,  87.7,  -2.4
2023-10-17 09:16:00,   5.98,   2.13,  96.7,  87.5,  -2.4
2023-10-17 09:17:00,   6.01,   2.12,  98.8,  86.9,  -2.4
2023-10-17 09:18:00,   6.01,   2.13, 100.0,  86.1,  -2.4
2023-10-17 09:19:00,   6.01,   2.07, 100.8,  85.3,  -2.4
2023-10-17 09:20:00,   6.00,   2.04, 101.4,  84.5,  -2.4
2023-10-17 09:21:00,   5.81,   1.98, 102.0,  83.5,  -2.4
2023-10-17 09:22:00,   5.70,   2.58, 101.6,  82.6,  -2.4
2023-10-17 09:23:00,   5.56,   2.44,  99.4,  82.0,  -2.4
2023-10-17 09:24:00,   5.53,   1.86,  97.3,  82.1,  -2.4
2023-10-17 09:25:00,   5.49,   1.88,  95.2,  84.2,  -2.4
2023-10-17 09:26:00,   5.49,   1.89,  93.1,  86.0,  -2.4
2023-10-17 09:27:00,   5.55,   1.89,  91.0,  86.8,  -2.4
2023-10-17 09:28:00,   5.90,   2.45,  89.3,  88.0,  -1.7
2023-10-17 09:29:00,   5.92,   2.10,  90.2,  88.0,  -2.4
2023-10-17 09:30:00,   5.90,   2.22,  93.2,  86.9,  -2.4
2023-10-17 09:31:00,   5.96,   2.32,  95.3,  86.0,  -2.4
2023-10-17 09:32:00,   6.01,   2.38,  96.3,  85.0,  -2.4
2023-10-17 09:33:00,   6.05,   2.31,  95.9,  84.3,  -2.4
2023-10-17 09:34:00,   5.96,   2.34,  93.9,  83.6,  -2.4
2023-10-17 09:35:00,   5.98,   2.26,  94.5,  83.6,  -2.4
2023-10-17 09:36:00,   6.01,   2.25,  95.7,  83.7,  -2.4
2023-10-17 09:37:00,   6.01,   2.25,  96.8,  84.0,  -2.3
2023-10-17 09:38:00,   6.03,   2.25,  97.1,  84.6,  -2.4
2023-10-17 09:39:00,   6.07,   2.25,  97.8,  89.9,  -2.4
2023-10-17 09:40:00,   6.07,   2.26,  98.2,  90.0,  -2.4
2023-10-17 09:41:00,   6.07,   2.26,  98.3,  90.2,  -2.4
2023-10-17 09:42:00,   6.07,   2.23,  98.4,  90.1,  -2.4
2023-10-17 09:43:00,   6.05,   2.22,  98.6,  89.9,  -1.1
2023-10-17 09:44:00,   6.05,   2.18,  98.7,  89.7,  -1.4
2023-10-17 09:45:00,   6.07,   2.07,  99.4,  90.6,  -2.4
2023-10-17 09:46:00,   5.98,   2.16,  99.7,  91.9,  -1.5
2023-10-17 09:47:00,   6.05,   1.98,  99.3,  94.2,  -1.6
2023-10-17 09:48:00,   5.66,   1.97,  98.5,  95.0,  -1.6
2023-10-17 09:49:00,   5.81,   1.96,  96.7,  93.5,  -1.5
2023-10-17 09:50:00,   6.03,   2.07,  94.8,  86.7,  -1.5
2023-10-17 09:51:00,   6.03,   2.36,  95.1,  75.6,  -1.3
2023-10-17 09:52:00,   6.07,   2.10,  95.4,  72.1,  -2.1
2023-10-17 09:53:00,   6.00,   2.16,  97.0,  78.2,  -1.3
2023-10-17 09:54:00,   5.94,   2.21,  98.5,  85.3,  -1.9
2023-10-17 09:55:00,   5.90,   2.19,  98.7,  89.8,  -2.3
2023-10-17 09:56:00,   5.90,   2.16,  98.8,  92.3,  -0.1
2023-10-17 09:57:00,   5.96,   2.14,  99.3,  93.8,  -1.6
2023-10-17 09:58:00,   6.00,   2.16,  99.8,  94.4,  -1.3
2023-10-17 09:59:00,   6.01,   2.16, 100.2,  95.0,  -1.2
2023-10-17 10:00:00,   5.96,   2.13, 100.4,  95.4,  -1.3
2023-10-17 10:01:00,   5.94,   2.10, 100.6,  95.6,  -1.6
2023-10-17 10:02:00,   5.92,   1.99, 100.9,  95.7,  -1.0
2023-10-17 10:03:00,   5.85,   2.13, 101.4,  95.6,  -0.9
2023-10-17 10:04:00,   5.90,   1.99, 100.8,  94.7,  -1.0
2023-10-17 10:05:00,   5.60,   1.97, 100.0,  92.8,  -1.5
2023-10-17 10:06:00,   5.55,   1.97,  98.6,  86.9,  -2.3
2023-10-17 10:07:00,   5.96,   2.49,  96.0,  69.8,  -0.6
2023-10-17 10:08:00,   6.00,   2.01,  92.1,  62.3,  -2.4
2023-10-17 10:09:00,   6.01,   2.13,  92.0,  64.5,  -0.9
2023-10-17 10:10:00,   5.96,   2.17,  94.0,  68.6,  -2.4
2023-10-17 10:11:00,   5.92,   2.16,  95.8,  81.0,  -2.2
2023-10-17 10:12:00,   5.90,   2.11,  96.7,  88.5,  -2.2
2023-10-17 10:13:00,   5.94,   2.09,  97.5,  89.8,  -2.4
2023-10-17 10:14:00,   5.98,   2.07,  98.6,  89.9,  -2.4
2023-10-17 10:15:00,   5.92,   2.00,  99.4,  89.9,  -2.4
2023-10-17 10:16:00,   5.73,   1.88, 100.1,  89.8,  -2.0
2023-10-17 10:17:00,   5.56,   2.03,  99.6,  92.1,  -2.0
2023-10-17 10:18:00,   5.71,   2.28,  97.7,  93.6,  -1.8
2023-10-17 10:19:00,   5.98,   2.47,  96.0,  92.1,  -1.8
2023-10-17 10:20:00,   5.90,   2.13,  95.0,  87.8,  -1.5
2023-10-17 10:21:00,   5.92,   2.22,  96.0,  84.7,  -1.6
2023-10-17 10:22:00,   5.98,   2.29,  96.9,  84.4,  -0.5
2023-10-17 10:23:00,   6.01,   2.37,  97.0,  84.5,  -1.0
2023-10-17 10:24:00,   5.94,   2.42,  96.1,  86.3,   0.1
2023-10-17 10:25:00,   6.00,   2.39,  93.9,  86.3,  -0.4
2023-10-17 10:26:00,   5.92,   2.37,  92.6,  86.7,  -1.8
2023-10-17 10:27:00,   5.88,   2.31,  92.6,  88.4,  -0.4
2023-10-17 10:28:00,   5.92,   2.26,  93.1,  89.3,  -1.7
2023-10-17 10:29:00,   5.94,   2.25,  94.0,  89.7,  -0.4
2023-10-17 10:30:00,   5.94,   2.25,  94.8,  90.5,  -2.3
2023-10-17 10:31:00,   5.94,   2.17,  95.4,  90.9,  -2.4
2023-10-17 10:32:00,   5.88,   2.05,  96.2,  91.1,  -0.5
