Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-01-27 08:25:00,641,215,1038,813,0
2023-01-27 08:26:00,650,215,1062,851,1
2023-01-27 08:27:00,652,219,1074,863,0
2023-01-27 08:28:00,650,217,1077,860,20
2023-01-27 08:29:00,646,213,1074,944,20
2023-01-27 08:30:00,646,207,1070,987,21
2023-01-27 08:31:00,628,228,1062,908,129
2023-01-27 08:32:00,609,142,1044,380,121
2023-01-27 08:33:00,618,155,1026,270,0
2023-01-27 08:34:00,628,156,1000,259,0
2023-01-27 08:35:00,616,230,973,253,0
2023-01-27 08:36:00,631,228,946,248,37
2023-01-27 08:37:00,660,202,976,583,39
2023-01-27 08:38:00,650,209,1014,615,0
2023-01-27 08:39:00,656,213,1046,652,0
2023-01-27 08:40:00,654,209,1069,663,0
2023-01-27 08:41:00,645,199,1076,710,34
2023-01-27 08:42:00,641,199,1081,935,46
2023-01-27 08:43:00,615,242,1085,923,54
2023-01-27 08:44:00,626,183,1067,605,49
2023-01-27 08:45:00,607,238,1051,452,180
2023-01-27 08:46:00,605,237,1029,186,158
2023-01-27 08:47:00,605,236,1004,132,159
2023-01-27 08:48:00,601,234,972,117,157
2023-01-27 08:49:00,600,234,943,112,160
2023-01-27 08:50:00,598,261,916,108,163
2023-01-27 08:51:00,635,218,914,303,153
2023-01-27 08:52:00,650,231,984,395,155
2023-01-27 08:53:00,639,232,1033,445,154
2023-01-27 08:54:00,639,231,1041,442,156
2023-01-27 08:55:00,639,228,1041,432,176
2023-01-27 08:56:00,641,224,1041,411,160
2023-01-27 08:57:00,633,222,1041,412,155
2023-01-27 08:58:00,626,213,1041,395,157
2023-01-27 08:59:00,631,198,1040,365,135
2023-01-27 09:00:00,631,198,1023,286,141
2023-01-27 09:01:00,618,222,990,300,199
2023-01-27 09:02:00,630,217,1000,270,132
2023-01-27 09:03:00,626,219,1016,302,130
2023-01-27 09:04:00,628,221,1023,274,130
2023-01-27 09:05:00,688,207,1025,174,177
2023-01-27 09:06:00,727,220,1036,135,201
2023-01-27 09:07:00,727,220,1062,131,135
2023-01-27 09:08:00,729,222,1085,134,134
2023-01-27 09:09:00,684,222,1097,135,0
2023-01-27 09:10:00,691,223,1099,135,0
2023-01-27 09:11:00,624,234,1090,135,1
2023-01-27 09:12:00,622,234,1063,135,0
2023-01-27 09:13:00,626,224,1031,135,0
2023-01-27 09:14:00,628,221,1020,135,4
2023-01-27 09:15:00,628,224,1016,135,48
2023-01-27 09:16:00,630,228,1012,453,0
2023-01-27 09:17:00,630,233,1007,463,0
2023-01-27 09:18:00,626,234,998,842,29
2023-01-27 09:19:00,631,238,993,875,0
2023-01-27 09:20:00,626,233,989,867,112
2023-01-27 09:21:00,637,212,984,448,65
2023-01-27 09:22:00,637,225,988,416,81
2023-01-27 09:23:00,637,224,993,426,0
2023-01-27 09:24:00,622,227,995,459,57
2023-01-27 09:25:00,628,228,995,595,14
2023-01-27 09:26:00,631,228,995,574,0
2023-01-27 09:27:00,628,228,994,567,134
2023-01-27 09:28:00,630,226,990,723,51
2023-01-27 09:29:00,622,213,990,665,141
2023-01-27 09:30:00,637,224,989,375,81
2023-01-27 09:31:00,631,226,993,408,0
2023-01-27 09:32:00,622,227,995,414,0
2023-01-27 09:33:00,630,216,993,431,8
2023-01-27 09:34:00,583,189,987,625,42
2023-01-27 09:35:00,577,234,967,572,50
2023-01-27 09:36:00,603,147,912,309,45
2023-01-27 09:37:00,573,159,878,351,23
2023-01-27 09:38:00,571,162,855,254,58
2023-01-27 09:39:00,607,244,836,199,34
2023-01-27 09:40:00,607,231,826,326,37
2023-01-27 09:41:00,616,234,891,481,34
2023-01-27 09:42:00,616,239,937,526,18
2023-01-27 09:43:00,620,244,959,601,26
2023-01-27 09:44:00,618,242,960,715,22
2023-01-27 09:45:00,626,235,957,747,19
2023-01-27 09:46:00,622,236,956,733,0
2023-01-27 09:47:00,622,228,957,728,0
2023-01-27 09:48:00,622,219,960,764,0
2023-01-27 09:49:00,592,190,964,773,87
2023-01-27 09:50:00,577,192,951,483,73
