Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-01-24 07:03:00,465,179,172,97,3
2023-01-24 07:04:00,435,181,253,97,4
2023-01-24 07:05:00,500,306,248,107,0
2023-01-24 07:06:00,461,258,402,111,1
2023-01-24 07:07:00,510,235,539,165,5
2023-01-24 07:08:00,519,249,653,189,2
2023-01-24 07:09:00,530,214,690,202,22
2023-01-24 07:10:00,553,232,733,269,1
2023-01-24 07:11:00,573,225,782,346,1
2023-01-24 07:12:00,586,227,822,380,0
2023-01-24 07:13:00,609,235,849,393,0
2023-01-24 07:14:00,624,234,878,409,0
2023-01-24 07:15:00,645,234,907,429,0
2023-01-24 07:16:00,667,246,933,426,0
2023-01-24 07:17:00,684,245,956,430,0
2023-01-24 07:18:00,701,247,976,443,13
2023-01-24 07:19:00,721,240,967,471,0
2023-01-24 07:20:00,720,241,995,519,0
2023-01-24 07:21:00,693,233,1019,517,0
2023-01-24 07:22:00,660,227,1026,525,0
2023-01-24 07:23:00,635,216,1025,578,0
2023-01-24 07:24:00,622,215,1025,651,0
2023-01-24 07:25:00,635,222,1025,651,0
2023-01-24 07:26:00,646,210,1028,648,0
2023-01-24 07:27:00,658,201,1043,636,0
2023-01-24 07:28:00,667,198,1072,628,59
2023-01-24 07:29:00,676,200,1094,970,0
2023-01-24 07:30:00,697,210,1113,986,29
2023-01-24 07:31:00,710,227,1123,1005,1
2023-01-24 07:32:00,669,195,1122,1007,0
2023-01-24 07:33:00,633,193,1115,1005,0
2023-01-24 07:34:00,631,210,1092,998,0
2023-01-24 07:35:00,620,215,1060,989,0
2023-01-24 07:36:00,570,186,1036,986,0
2023-01-24 07:37:00,558,187,1010,981,0
2023-01-24 07:38:00,630,211,983,986,13
2023-01-24 07:39:00,575,269,966,997,21
2023-01-24 07:40:00,590,208,960,995,0
2023-01-24 07:41:00,590,207,978,989,33
2023-01-24 07:42:00,590,206,988,979,0
2023-01-24 07:43:00,592,203,993,970,0
2023-01-24 07:44:00,603,198,994,958,0
2023-01-24 07:45:00,609,225,995,942,3
