Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-01-17 08:00:00,622,246,936,420,12
2023-01-17 08:01:00,618,236,935,532,40
2023-01-17 08:02:00,613,234,932,573,67
2023-01-17 08:03:00,611,228,930,544,84
2023-01-17 08:04:00,630,221,930,357,95
2023-01-17 08:05:00,596,225,925,317,22
2023-01-17 08:06:00,573,268,909,302,23
2023-01-17 08:07:00,588,178,851,309,152
2023-01-17 08:08:00,570,192,830,192,148
2023-01-17 08:09:00,571,296,791,134,149
2023-01-17 08:10:00,585,238,776,274,6
2023-01-17 08:11:00,605,226,776,306,6
2023-01-17 08:12:00,613,226,841,321,54
2023-01-17 08:13:00,613,236,885,592,67
2023-01-17 08:14:00,631,235,917,616,35
2023-01-17 08:15:00,620,229,935,612,96
2023-01-17 08:16:00,624,223,947,528,73
2023-01-17 08:17:00,585,247,951,518,76
2023-01-17 08:18:00,613,180,938,391,58
2023-01-17 08:19:00,579,180,932,406,48
2023-01-17 08:20:00,579,180,913,282,29
2023-01-17 08:22:00,579,228,885,231,41
2023-01-17 08:23:00,607,220,855,217,85
2023-01-17 08:24:00,613,228,883,448,0
2023-01-17 08:25:00,622,229,924,637,88
2023-01-17 08:26:00,635,234,953,691,0
2023-01-17 08:27:00,631,231,970,690,0
2023-01-17 08:28:00,631,231,977,740,5
2023-01-17 08:29:00,630,220,980,708,53
2023-01-17 08:30:00,594,271,976,489,78
2023-01-17 08:31:00,598,156,958,324,263
2023-01-17 08:32:00,590,281,924,174,171
2023-01-17 08:33:00,624,228,887,339,140
2023-01-17 08:34:00,635,237,917,369,142
2023-01-17 08:35:00,635,243,959,435,143
2023-01-17 08:36:00,641,245,977,435,193
2023-01-17 08:37:00,639,245,980,425,202
2023-01-17 08:38:00,637,242,978,381,257
2023-01-17 08:39:00,635,242,978,390,161
2023-01-17 08:40:00,631,234,978,388,142
2023-01-17 08:41:00,648,234,977,370,132
2023-01-17 08:42:00,637,234,977,381,136
2023-01-17 08:43:00,643,235,980,384,143
2023-01-17 08:44:00,639,229,982,384,142
2023-01-17 08:45:00,637,237,984,391,193
2023-01-17 08:46:00,643,235,984,351,199
2023-01-17 08:47:00,643,237,986,383,137
2023-01-17 08:48:00,635,238,987,414,192
2023-01-17 08:49:00,633,237,987,419,170
2023-01-17 08:50:00,637,235,984,412,154
2023-01-17 08:51:00,618,234,982,387,265
2023-01-17 08:52:00,650,237,978,332,14
