Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-02-13 07:04:00,   4.51,   1.74,  29.5,  14.5,   0.0
2023-02-13 07:05:00,   4.72,   3.15,  28.8,  14.5,   0.0
2023-02-13 07:06:00,   5.11,   2.28,  42.6,  14.4,   0.0
2023-02-13 07:07:00,   5.47,   2.40,  56.9,  14.4,   2.3
2023-02-13 07:08:00,   5.96,   2.21,  69.2,  26.5,   0.0
2023-02-13 07:09:00,   6.48,   2.46,  77.5,  42.6,   0.2
2023-02-13 07:10:00,   7.06,   2.28,  84.3,  49.6,   1.3
2023-02-13 07:11:00,   7.53,   2.36,  91.2,  62.6,   0.3
2023-02-13 07:12:00,   7.05,   2.23,  98.0,  68.2,   0.0
2023-02-13 07:13:00,   6.28,   2.04,  99.7,  69.3,   0.0
2023-02-13 07:14:00,   6.22,   2.25,  99.0,  67.6,   0.0
2023-02-13 07:15:00,   6.30,   2.09,  98.8,  67.0,   0.0
2023-02-13 07:16:00,   6.41,   2.13,  99.8,  66.7,   0.0
2023-02-13 07:17:00,   6.69,   2.29, 102.2,  66.0,   0.0
2023-02-13 07:18:00,   6.84,   2.31, 103.5,  68.2,   0.1
2023-02-13 07:19:00,   7.01,   2.34, 104.8,  69.6,   0.0
2023-02-13 07:20:00,   7.18,   2.39, 106.1,  70.4,   0.0
2023-02-13 07:21:00,   7.14,   2.36, 107.4,  69.3,   0.0
2023-02-13 07:22:00,   6.95,   2.30, 108.1,  70.1,   0.0
2023-02-13 07:23:00,   6.80,   2.29, 108.2,  71.2,   0.0
2023-02-13 07:24:00,   6.61,   2.20, 107.7,  70.8,   0.0
2023-02-13 07:25:00,   6.48,   2.12, 107.6,  70.9,   0.0
2023-02-13 07:26:00,   6.37,   2.07, 108.0,  71.4,   0.0
2023-02-13 07:27:00,   6.35,   1.97, 108.5,  71.4,   0.0
2023-02-13 07:28:00,   6.54,   2.18, 109.6,  71.4,   0.0
2023-02-13 07:29:00,   6.63,   2.18, 109.7,  70.6,   0.0
2023-02-13 07:30:00,   6.73,   2.08, 109.9,  72.1,   0.0
2023-02-13 07:31:00,   6.75,   2.05, 111.2,  71.4,   0.0
2023-02-13 07:32:00,   6.60,   1.95, 111.4,  78.1,   0.5
2023-02-13 07:33:00,   6.58,   1.80, 109.5,  94.2,   2.4
2023-02-13 07:34:00,   6.45,   1.92, 107.7, 100.8,   2.7
2023-02-13 07:35:00,   6.41,   1.92, 104.9, 100.9,   0.0
2023-02-13 07:36:00,   6.22,   2.22, 102.3, 100.3,   0.3
2023-02-13 07:37:00,   6.11,   1.58,  99.0,  99.6,   0.0
2023-02-13 07:38:00,   5.75,   2.52,  97.5,  99.0,   0.0
2023-02-13 07:39:00,   6.20,   1.53,  96.2,  98.2,   0.0
2023-02-13 07:40:00,   6.35,   2.04,  96.1,  97.4,   1.2
2023-02-13 07:41:00,   5.81,   2.46,  96.9,  92.6,   0.0
2023-02-13 07:42:00,   5.94,   2.20,  95.9,  83.9,   0.0
2023-02-13 07:43:00,   6.05,   2.53,  95.8,  80.1,   0.0
2023-02-13 07:44:00,   6.35,   2.08,  97.2,  78.3,   0.0
2023-02-13 07:45:00,   6.45,   2.16, 100.6,  77.7,   0.0
2023-02-13 07:46:00,   6.67,   2.24, 104.1,  77.7,   0.0
2023-02-13 07:47:00,   6.84,   2.23, 106.4,  78.0,   0.0
2023-02-13 07:48:00,   6.54,   1.94, 107.3,  80.6,   0.5
2023-02-13 07:49:00,   6.58,   2.13, 107.4,  92.8,   1.6
2023-02-13 07:50:00,   6.50,   2.20, 107.5,  97.4,   3.9
2023-02-13 07:51:00,   6.39,   2.17, 107.1,  98.8,   0.0
2023-02-13 07:52:00,   6.30,   2.09, 106.4,  99.3,   6.2
2023-02-13 07:53:00,   6.07,   2.43, 105.5,  95.3,   6.6
2023-02-13 07:54:00,   6.35,   2.18, 102.9,  45.5,   5.7
2023-02-13 07:55:00,   6.69,   2.09, 102.7,  30.0,   0.0
2023-02-13 07:56:00,   6.45,   2.34, 103.8,  28.3,   0.0
2023-02-13 07:57:00,   6.43,   2.25, 103.9,  37.9,   4.9
2023-02-13 07:58:00,   6.52,   2.21, 103.4,  52.7,   6.1
2023-02-13 07:59:00,   6.50,   2.21, 103.4,  46.4,   8.3
2023-02-13 08:00:00,   6.52,   2.24, 103.3,  42.5,   6.6
2023-02-13 08:01:00,   6.48,   2.27, 103.3,  44.9,   8.0
2023-02-13 08:02:00,   6.50,   2.25, 103.3,  44.8,   8.1
2023-02-13 08:03:00,   6.46,   2.24, 102.9,  43.5,   7.6
2023-02-13 08:04:00,   6.46,   2.25, 102.7,  43.3,   5.8
2023-02-13 08:05:00,   6.46,   2.26, 102.5,  45.0,   4.9
2023-02-13 08:06:00,   6.39,   2.31, 102.3,  50.2,   1.6
2023-02-13 08:07:00,   6.46,   2.25, 101.7,  51.7,   3.5
2023-02-13 08:08:00,   6.46,   2.27, 101.4,  67.5,   0.8
2023-02-13 08:09:00,   6.46,   2.29, 101.1,  69.8,   0.0
2023-02-13 08:10:00,   6.48,   2.34, 100.9,  70.0,   3.7
2023-02-13 08:11:00,   6.50,   2.33, 100.6,  72.0,   1.7
2023-02-13 08:12:00,   6.50,   2.35, 100.3,  79.2,   0.6
2023-02-13 08:13:00,   6.50,   2.40,  99.8,  82.3,   3.5
2023-02-13 08:14:00,   6.58,   2.44,  99.5,  85.9,   0.3
2023-02-13 08:15:00,   6.69,   2.22,  97.6,  86.9,   0.6
2023-02-13 08:16:00,   6.60,   2.22,  98.7,  87.3,   0.0
