Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-08-26 14:14:00,   7.33,   2.37, 108.3,  94.1,  -2.4
2023-08-26 14:15:00,   7.33,   2.37, 109.6,  93.3,  -2.4
2023-08-26 14:16:00,   7.33,   2.37, 110.6,  93.1,  -2.4
2023-08-26 14:17:00,   7.36,   2.40, 111.6,  93.2,  -2.4
2023-08-26 14:18:00,   7.36,   2.41, 112.0,  93.0,  -2.4
2023-08-26 14:19:00,   7.33,   2.37, 112.0,  92.6,  -2.4
2023-08-26 14:20:00,   7.31,   2.31, 112.3,  91.7,  -2.4
2023-08-26 14:21:00,   7.35,   2.29, 112.8,  90.9,  -2.4
2023-08-26 14:22:00,   7.36,   2.30, 113.5,  90.1,  -2.4
2023-08-26 14:23:00,   7.42,   2.36, 113.7,  92.4,  -2.4
2023-08-26 14:24:00,   7.40,   2.39, 113.5,  92.7,  -2.4
2023-08-26 14:25:00,   7.38,   2.39, 112.7,  92.9,  -2.4
2023-08-26 14:26:00,   7.36,   2.37, 112.1,  93.9,  -2.4
2023-08-26 14:27:00,   7.36,   2.37, 111.9,  93.5,  -2.4
2023-08-26 14:28:00,   7.36,   2.31, 111.8,  93.0,  -2.4
2023-08-26 14:29:00,   7.36,   2.26, 112.1,  92.5,  -2.4
2023-08-26 14:30:00,   7.36,   2.20, 112.9,  92.7,  -2.4
2023-08-26 14:31:00,   7.36,   2.21, 113.9,  92.3,  -2.4
2023-08-26 14:32:00,   7.42,   2.29, 114.5,  92.0,  -2.4
2023-08-26 14:33:00,   7.40,   2.36, 114.1,  92.0,  -2.4
2023-08-26 14:34:00,   7.38,   2.35, 113.2,  92.0,  -2.4
2023-08-26 14:35:00,   7.35,   2.33, 112.5,  91.9,  -2.4
2023-08-26 14:36:00,   7.33,   2.33, 112.1,  91.8,  -2.4
2023-08-26 14:37:00,   7.35,   2.32, 112.0,  91.6,  -2.4
2023-08-26 14:38:00,   7.36,   2.33, 112.1,  90.8,  -2.4
2023-08-26 14:39:00,   7.36,   2.31, 112.2,  90.6,  -2.4
2023-08-26 14:40:00,   7.33,   2.26, 112.5,  90.4,  -2.4
2023-08-26 14:41:00,   7.31,   2.14, 112.9,  90.1,  -2.4
2023-08-26 14:42:00,   7.18,   2.05, 113.7,  90.0,  -2.4
2023-08-26 14:43:00,   7.05,   1.95, 114.1,  89.9,  -2.4
2023-08-26 14:44:00,   6.88,   2.27, 113.9,  90.8,  -2.4
2023-08-26 14:45:00,   6.86,   1.71, 110.9,  90.4,  -2.4
